"Taxa"	"wolverine14"	"wolverine17"	"wolverine37"	"wolverine44"	"wolverine49"	"wolverine57"	"wolverine58"	"wolverine60"	"wolverine70"
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium mortiferum"	0.00114285714285714	0	0.00171428571428571	0.001	0.000571428571428571	0.00114285714285714	0.000142857142857143	0.00114285714285714	0.000571428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella clara"	0	0.000285714285714286	0.000142857142857143	0.00585714285714286	0.000428571428571429	0	0.000142857142857143	0.000142857142857143	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0.001	0.000714285714285714	0.001	0.000714285714285714	0.000857142857142857	0.000857142857142857	0.000285714285714286	0.000714285714285714	0.00114285714285714
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma|s__Asteroleplasma anaerobium"	0.000857142857142857	0	0.000142857142857143	0.000857142857142857	0.000142857142857143	0	0.000142857142857143	0.000571428571428571	0.00457142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0.00328571428571429	0.000285714285714286	0.000571428571428571	0.000285714285714286	0.000285714285714286	0.000571428571428571	0.001	0.000142857142857143	0.000571428571428571
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter quasiroggenkampii"	0	0	0	0	0	0	0	0.006	0.001
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis"	0.00171428571428571	0.000714285714285714	0.000571428571428571	0.000571428571428571	0.000714285714285714	0.000142857142857143	0.000571428571428571	0.00128571428571429	0.000571428571428571
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter mediterraneus"	0.000142857142857143	0.000571428571428571	0.000857142857142857	0.00128571428571429	0.000285714285714286	0	0.000142857142857143	0.000428571428571429	0.00285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella marseillensis"	0.001	0	0.000857142857142857	0.001	0.00214285714285714	0.000285714285714286	0	0.000428571428571429	0.000857142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis"	0.00342857142857143	0.000428571428571429	0.000285714285714286	0.000285714285714286	0.000714285714285714	0.000142857142857143	0.000571428571428571	0.000142857142857143	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii"	0.00442857142857143	0	0.000285714285714286	0.000571428571428571	0.000285714285714286	0.000285714285714286	0	0	0.000428571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron"	0.00314285714285714	0.000142857142857143	0.000428571428571429	0.000571428571428571	0.000142857142857143	0.000571428571428571	0.000142857142857143	0.000142857142857143	0.000857142857142857
