"Taxa"	"franc19"	"franc22"	"franc44"	"franc45"	"franc47"	"franc48"	"franc49"	"franc56"	"franc68"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oryzae"	0.000285714285714286	0.001	0	0.00114285714285714	0.000428571428571429	0.002	0.002	0	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter|s__Colibacter massiliensis"	0.000142857142857143	0.00128571428571429	0.000142857142857143	0.001	0.000428571428571429	0.00142857142857143	0.00128571428571429	0.000142857142857143	0.00128571428571429
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium mortiferum"	0	0	0.00642857142857143	0.000142857142857143	0	0	0	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecalis"	0	0	0.00657142857142857	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Curtobacterium plantarum"	0	0	0.00657142857142857	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hominis"	0	0.000714285714285714	0.00114285714285714	0.000285714285714286	0.000142857142857143	0.000857142857142857	0.000571428571428571	0.00171428571428571	0.001
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio crossotus"	0.000285714285714286	0.00128571428571429	0.000285714285714286	0.000714285714285714	0.000571428571428571	0.000857142857142857	0.000571428571428571	0.00142857142857143	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus niger"	0.000857142857142857	0.00242857142857143	0.00142857142857143	0.000142857142857143	0.000142857142857143	0	0.000142857142857143	0.000857142857142857	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium edouardi"	0	0.000285714285714286	0.00114285714285714	0.000285714285714286	0.000428571428571429	0.000142857142857143	0.000428571428571429	0.00342857142857143	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella vaginalis"	0.001	0.000571428571428571	0.00114285714285714	0.000857142857142857	0.000571428571428571	0.001	0.000714285714285714	0	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola plebeius"	0	0.000285714285714286	0.000857142857142857	0.000714285714285714	0	0.00142857142857143	0.000428571428571429	0.00228571428571429	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella shahii"	0	0.001	0	0.00157142857142857	0.000142857142857143	0.00142857142857143	0.00157142857142857	0	0.000428571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella marseillensis"	0.000714285714285714	0.000571428571428571	0	0.000857142857142857	0.000428571428571429	0.001	0.00185714285714286	0	0.000571428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis"	0.000571428571428571	0.000142857142857143	0.000285714285714286	0.000285714285714286	0.000142857142857143	0.000285714285714286	0.000571428571428571	0.00357142857142857	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella freteri"	0.000571428571428571	0.000714285714285714	0.000142857142857143	0.000571428571428571	0.000857142857142857	0.00142857142857143	0.000857142857142857	0.000428571428571429	0.000285714285714286
