"Taxa"	"ginger14"	"ginger27"	"ginger43"	"ginger46"	"ginger49"	"ginger50"	"ginger52"	"ginger55"	"ginger66"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora celerecrescens"	0.00285714285714286	0.00128571428571429	0	0.000857142857142857	0.000142857142857143	0.000428571428571429	0.000285714285714286	0.000571428571428571	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium leontopitheci"	0	0	0.00542857142857143	0	0	0	0	0	0.000857142857142857
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella hominis"	0	0	0.002	0	0	0	0	0	0.00428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0.00142857142857143	0.000571428571428571	0.000428571428571429	0.000857142857142857	0.000285714285714286	0.000857142857142857	0.000285714285714286	0.001	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0.000857142857142857	0.000285714285714286	0.000142857142857143	0.000428571428571429	0.00114285714285714	0.000714285714285714	0.000142857142857143	0.002	0.000285714285714286
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter mediterraneus"	0	0.000142857142857143	0.003	0.000285714285714286	0.000285714285714286	0.000142857142857143	0	0.000142857142857143	0.000714285714285714
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium fessum"	0.00228571428571429	0.000285714285714286	0.000142857142857143	0.000142857142857143	0.000142857142857143	0.000428571428571429	0.000142857142857143	0.000428571428571429	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium porci"	0.00171428571428571	0.000142857142857143	0.000285714285714286	0.000285714285714286	0.000285714285714286	0.000285714285714286	0.000285714285714286	0.000571428571428571	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter|s__Colibacter massiliensis"	0.000571428571428571	0	0.000285714285714286	0.000142857142857143	0.00128571428571429	0.000285714285714286	0.000285714285714286	0.00142857142857143	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium rousetti"	0	0	0.00285714285714286	0	0	0	0	0	0.00142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	0.000571428571428571	0.000428571428571429	0.000428571428571429	0.000428571428571429	0.000285714285714286	0.000428571428571429	0	0.000428571428571429	0.000428571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola"	0	0.000142857142857143	0.000857142857142857	0.000571428571428571	0.000285714285714286	0.000285714285714286	0.000142857142857143	0.000285714285714286	0.000714285714285714
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis"	0.000285714285714286	0	0.000714285714285714	0	0.000571428571428571	0.000571428571428571	0.000142857142857143	0.000428571428571429	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio fibrisolvens"	0.000285714285714286	0.000142857142857143	0.000285714285714286	0	0.000428571428571429	0	0.000428571428571429	0.00114285714285714	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis"	0	0	0.00114285714285714	0.000142857142857143	0.000142857142857143	0.000285714285714286	0.000285714285714286	0.000142857142857143	0.000428571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides johnsonii"	0.000142857142857143	0	0.000714285714285714	0.000142857142857143	0.000142857142857143	0	0	0.000571428571428571	0.000714285714285714
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium tissieri"	0	0	0.00157142857142857	0	0	0	0	0	0.000714285714285714
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella bouchesdurhonensis"	0	0	0.00142857142857143	0	0	0	0	0	0.000857142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix alysoides"	0.000142857142857143	0.000285714285714286	0	0.000428571428571429	0.000142857142857143	0.000285714285714286	0.000285714285714286	0.000571428571428571	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium polysaccharolyticum"	0.000428571428571429	0.000142857142857143	0.000571428571428571	0	0.000285714285714286	0.000142857142857143	0	0.000428571428571429	0.000285714285714286
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium samirii"	0	0	0.00185714285714286	0	0	0	0	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides finegoldii"	0	0.000428571428571429	0	0	0	0	0	0	0.00157142857142857
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides chinchillae"	0	0	0.00114285714285714	0	0	0	0	0.000142857142857143	0.000714285714285714
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora indolis"	0.001	0.000142857142857143	0	0	0.000142857142857143	0	0.000142857142857143	0.000285714285714286	0.000142857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella flexneri"	0.000285714285714286	0	0.000285714285714286	0.000142857142857143	0.000142857142857143	0.000428571428571429	0	0	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0.00142857142857143	0	0	0	0	0	0	0.000285714285714286	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter|s__Caecibacter massiliensis"	0.000285714285714286	0	0	0.000428571428571429	0.000571428571428571	0	0.000142857142857143	0.000428571428571429	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia caecimuris"	0.000571428571428571	0	0.000285714285714286	0.000285714285714286	0.000142857142857143	0.000285714285714286	0	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter fastidiosus"	0	0.000142857142857143	0	0	0	0	0	0	0.00157142857142857
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia fergusonii"	0.000142857142857143	0	0.000142857142857143	0	0.000142857142857143	0.000285714285714286	0.000142857142857143	0	0.000571428571428571
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pluvialisilvae"	0	0	0.00128571428571429	0	0	0	0	0	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium vespertilionis"	0	0	0.001	0	0	0	0	0	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna jejuensis"	0.000285714285714286	0.000142857142857143	0	0.000142857142857143	0.000428571428571429	0	0	0.000428571428571429	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia argi"	0.000285714285714286	0	0	0	0.000285714285714286	0	0	0.000857142857142857	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio crossotus"	0.000428571428571429	0	0.000285714285714286	0	0	0	0	0.000285714285714286	0.000428571428571429
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium mortiferum"	0	0	0	0	0	0	0	0	0.00142857142857143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium cebidarum"	0	0	0.000714285714285714	0	0	0	0	0	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia pseudococcoides"	0.000285714285714286	0	0	0	0	0.000142857142857143	0	0.000571428571428571	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio proteoclasticus"	0.000428571428571429	0	0	0	0.000285714285714286	0	0	0.000571428571428571	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Qiania|s__Qiania dongpingensis"	0.000285714285714286	0	0	0.000285714285714286	0.000142857142857143	0	0	0.000571428571428571	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides humanifaecis"	0	0.000142857142857143	0	0	0	0	0	0	0.00114285714285714
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera sueciensis"	0.000285714285714286	0	0	0	0.000285714285714286	0.000285714285714286	0	0.000285714285714286	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0.000428571428571429	0.000142857142857143	0.000142857142857143	0	0.000142857142857143	0	0	0.000285714285714286	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris"	0	0.000142857142857143	0.000142857142857143	0	0	0	0	0	0.000714285714285714
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia schinkii"	0.000285714285714286	0.000142857142857143	0.000285714285714286	0.000285714285714286	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella massiliensis"	0	0	0.000285714285714286	0.000285714285714286	0.000142857142857143	0	0	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella avium"	0	0	0.000857142857142857	0	0	0	0	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola coprophilus"	0	0	0.000285714285714286	0.000285714285714286	0	0	0	0.000285714285714286	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella xylanolytica"	0.000285714285714286	0	0	0.000142857142857143	0	0.000142857142857143	0	0.000428571428571429	0
