"Taxa"	"ophelia19"	"ophelia37"	"ophelia43"	"ophelia45"	"ophelia48"	"ophelia49"	"ophelia55"	"ophelia57"	"ophelia59"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter mori"	0	0	0.00485714285714286	0.0111428571428571	0.00428571428571429	0.00142857142857143	0	0	0.00128571428571429
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella sonnei"	0.000142857142857143	0.0102857142857143	0.000142857142857143	0.000142857142857143	0.000285714285714286	0.00428571428571429	0.00471428571428571	0.000142857142857143	0.00185714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecigallinarum"	0.00171428571428571	0.00114285714285714	0.00128571428571429	0.00185714285714286	0.00471428571428571	0.00442857142857143	0.00157142857142857	0.00242857142857143	0.00257142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena absiana"	0.00171428571428571	0.00114285714285714	0.00771428571428571	0.00342857142857143	0.00128571428571429	0.00114285714285714	0.002	0.00271428571428571	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola barnesiae"	0.00128571428571429	0.00128571428571429	0.000428571428571429	0.002	0.00457142857142857	0.00328571428571429	0.00114285714285714	0.00228571428571429	0.00442857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei"	0	0	0	0.000285714285714286	0	0	0.0197142857142857	0	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus niger"	0.00242857142857143	0.000571428571428571	0.00557142857142857	0.000714285714285714	0.000714285714285714	0.000285714285714286	0.00157142857142857	0.00742857142857143	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum intestinale"	0.00371428571428571	0.00142857142857143	0.000714285714285714	0.00114285714285714	0.00128571428571429	0.00142857142857143	0.00142857142857143	0.00528571428571429	0.002
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella faecalis"	0.00285714285714286	0.000714285714285714	0.00271428571428571	0.003	0.00157142857142857	0.00142857142857143	0.000714285714285714	0.00357142857142857	0.00142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides humanifaecis"	0.001	0.000428571428571429	0.00142857142857143	0.00157142857142857	0.004	0.00271428571428571	0.00171428571428571	0.00342857142857143	0.00157142857142857
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma|s__Asteroleplasma anaerobium"	0.00242857142857143	0.00142857142857143	0.00342857142857143	0.003	0.00185714285714286	0.000428571428571429	0.000285714285714286	0.00285714285714286	0.00142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis"	0.00414285714285714	0.000428571428571429	0.000142857142857143	0.000428571428571429	0.00242857142857143	0.00228571428571429	0.00142857142857143	0.00485714285714286	0.000571428571428571
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium varium"	0	0.00185714285714286	0.00371428571428571	0.00314285714285714	0.004	0.000428571428571429	0.00285714285714286	0.000285714285714286	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter fastidiosus"	0.000571428571428571	0.000714285714285714	0.000714285714285714	0.000857142857142857	0.00257142857142857	0.00114285714285714	0.00157142857142857	0.006	0.000857142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium fessum"	0.00114285714285714	0.000857142857142857	0.00242857142857143	0.00242857142857143	0.00128571428571429	0.00328571428571429	0.002	0.000285714285714286	0.001
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor|s__Bilifractor porci"	0.00142857142857143	0.000285714285714286	0.002	0.00228571428571429	0.00128571428571429	0.000857142857142857	0.002	0.00228571428571429	0.002
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea agglomerans"	0	0	0.000142857142857143	0.000857142857142857	0.000142857142857143	0	0.00214285714285714	0.00414285714285714	0.00514285714285714
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella clara"	0.001	0.000857142857142857	0.000571428571428571	0.000285714285714286	0.004	0.00342857142857143	0.000285714285714286	0.001	0.000571428571428571
